objectid;Codigo;Jardin;Barrio;DM;Zona;Mantenimie;Tipo;CREATED_USER;CREATED_DATE;LAST_EDITED_USER;LAST_EDITED_DATE;geo_shape;geo_point_2d
187;99101416;Capitanes Galan y Garcia Hernandez Pl;Cami de Vera;14.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3577394435031393, 39.492247484227036], ""type"": ""Point""}";39.492247484227036, -0.3577394435031393
188;99101417;Nelson Mandela Pl;Benimaclet;14.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.35586611471519475, 39.47946501342467], ""type"": ""Point""}";39.47946501342467, -0.35586611471519475
196;99101503;Ramon Contreras Mongrell Pl;Els Orriols;15.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.37071765820141805, 39.49170057531925], ""type"": ""Point""}";39.49170057531925, -0.37071765820141805
289;99110702;Antonio Rueda C/ - Tres Forques Av;Tres Forques;7.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3971235465629823, 39.464271711519736], ""type"": ""Point""}";39.464271711519736, -0.3971235465629823
294;99110716;Ciudad de Mislata - Camino de Vell de Chirivella;Soternes;7.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.41173670767390136, 39.4711309993722], ""type"": ""Point""}";39.4711309993722, -0.41173670767390136
299;99110722;Llombay C/ - Jose Maestre C/;Tres Forques;7.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.40437282545499986, 39.46521582164547], ""type"": ""Point""}";39.46521582164547, -0.40437282545499986
301;99110724;Marconi Av - Poeta Jose Maria Bayarri C/;La Llum;7.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.4140382688971246, 39.46874983446151], ""type"": ""Point""}";39.46874983446151, -0.4140382688971246
306;99110737;De Archena C/ - De Yatova C/ (Sala Hipostila);Soternes;7.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.4082621318941448, 39.47203551862837], ""type"": ""Point""}";39.47203551862837, -0.4082621318941448
309;99110741;Brasil C/ - Navarro Cabanes C/ (PAI);Nou Moles;7.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.40058081828567105, 39.47180252737088], ""type"": ""Point""}";39.47180252737088, -0.40058081828567105
312;99110807;Dels Gremis C/ - Periodista Mariano de Cavia C/;Sant Isidre;8.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.40483382440440896, 39.45292113518756], ""type"": ""Point""}";39.45292113518756, -0.40483382440440896
316;99110809;Campaners C/ - Actor Daniel Benitez C/;Safranar;8.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.40088693741085046, 39.45745853379042], ""type"": ""Point""}";39.45745853379042, -0.40088693741085046
319;99110815;Emilio Lluch C/ - Jose Maria Mortes Lerma C/ - De Torrente C/;Vara de Quart;8.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.4020635189567614, 39.4622983932611], ""type"": ""Point""}";39.4622983932611, -0.4020635189567614
321;99110819;Fray Junipero Serra C/;Vara de Quart;8.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.4002602603193306, 39.461034817554584], ""type"": ""Point""}";39.461034817554584, -0.4002602603193306
325;99110824;Jose Maria Mortes Lerma C/ (III) - Josep Sanchis C/;Vara de Quart;8.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.39849740199404193, 39.46305860610301], ""type"": ""Point""}";39.46305860610301, -0.39849740199404193
328;99110828;Gaspar Aguilar Av - Beato Nicolas Factor C/ - Franco Tormo C/;Patraix;8.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3886825521091363, 39.45934701775218], ""type"": ""Point""}";39.45934701775218, -0.3886825521091363
337;99110836;Tres Forques Av - Chiva C/;Patraix;8.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3905417371649388, 39.46452415732783], ""type"": ""Point""}";39.46452415732783, -0.3905417371649388
338;99110840;Franco Tormo C/ - Jose Perez Fuster C/;Patraix;8.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3903615081108761, 39.45878979719276], ""type"": ""Point""}";39.45878979719276, -0.3903615081108761
346;99110913;Holanda Pl;La Creu Coberta;9.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.38767753710659864, 39.44847141692612], ""type"": ""Point""}";39.44847141692612, -0.38767753710659864
347;99110915;Ingeniero Jose Sirera C/ - RVDO Jose Noguera C/;Sant Marceli;9.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3908410108511735, 39.44687585948746], ""type"": ""Point""}";39.44687585948746, -0.3908410108511735
354;99110923;Millares C/;La Raiosa;9.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.382254664181886, 39.455535153114994], ""type"": ""Point""}";39.455535153114994, -0.382254664181886
355;99110939;Escultor Frechina Pl (II);L'Hort de Senabre;9.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.39057688671641055, 39.45142444163527], ""type"": ""Point""}";39.45142444163527, -0.39057688671641055
357;99110940;Torre Maçana C/ - Capitular de Gandia C/;La Creu Coberta;9.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3862875706137203, 39.4481014169073], ""type"": ""Point""}";39.4481014169073, -0.3862875706137203
364;99111011;Bulevar SUR (IV) San Vicente C/ - Carrera Fuente de San Luis;Malilla;10.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3818601476322623, 39.445372979961554], ""type"": ""Point""}";39.445372979961554, -0.3818601476322623
371;99111027;Guillem Jafer C/;Malilla;10.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3734749400319573, 39.449989119723284], ""type"": ""Point""}";39.449989119723284, -0.3734749400319573
206;99101513;Mestre Marçal C/ - Alcudia de Crespins C/;Torrefiel;15.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3741069958765023, 39.4940581127629], ""type"": ""Point""}";39.4940581127629, -0.3741069958765023
209;99101517;Albocacer C/ - Viver C/;Sant Llorens;15.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3640965410457464, 39.48739474712221], ""type"": ""Point""}";39.48739474712221, -0.3640965410457464
212;99101523;Arquitecto Eduardo Tolsa C/ - Sellent C/;Sant Llorens;15.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.36798282516735226, 39.493653800323315], ""type"": ""Point""}";39.493653800323315, -0.36798282516735226
213;99101524;San Jeronimo Pl;Torrefiel;15.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.374636225041414, 39.49749007417332], ""type"": ""Point""}";39.49749007417332, -0.374636225041414
214;99101527;Fray Francisco Cabezas C/;Torrefiel;15.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.373025844479972, 39.49741094262328], ""type"": ""Point""}";39.49741094262328, -0.373025844479972
216;99101529;Gayano Lluch C/;Torrefiel;15.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.38151790851508516, 39.49306221016581], ""type"": ""Point""}";39.49306221016581, -0.38151790851508516
224;99101603;Luis Marti Alegre C/;Ciutat Fallera;16.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.39297173558739656, 39.49834628502341], ""type"": ""Point""}";39.49834628502341, -0.39297173558739656
225;99101605;Castellonet C/ - Juan XXIII Av;Benicalap;16.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3838705089684635, 39.492650477354324], ""type"": ""Point""}";39.492650477354324, -0.3838705089684635
231;99101619;Ecuador C/ - Platanos C/;Benicalap;16.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3883175350905719, 39.49301225988667], ""type"": ""Point""}";39.49301225988667, -0.3883175350905719
232;99101621;Emili Camps i Gallego C/ - Del Foc C/- Regino Mas Pl;Ciutat Fallera;16.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3939270144929281, 39.50064327141132], ""type"": ""Point""}";39.50064327141132, -0.3939270144929281
235;99101623;Alcalde Gurrea C/;Benicalap;16.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.38901264782379646, 39.494149635104186], ""type"": ""Point""}";39.494149635104186, -0.38901264782379646
236;99101625;Alquerias Bellver C/ - Cuartell C/;Benicalap;16.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3982366227889758, 39.494815925991496], ""type"": ""Point""}";39.494815925991496, -0.3982366227889758
238;99101628;Jose Maria Gimenez Fayos Pl y Adyacentes;Benicalap;16.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3864747169708428, 39.49555085482938], ""type"": ""Point""}";39.49555085482938, -0.3864747169708428
253;99101713;Senent Ibañez C/;Massarrojos;17.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.4059434632423459, 39.5405674273456], ""type"": ""Point""}";39.5405674273456, -0.4059434632423459
257;99101802;Cuevas Camales C/;Benimamet;18.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.41667558934037774, 39.50296746266697], ""type"": ""Point""}";39.50296746266697, -0.41667558934037774
258;99101819;Silla C/ - Esperanza C/;Benimamet;18.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.4198734807459092, 39.49956107406568], ""type"": ""Point""}";39.49956107406568, -0.4198734807459092
259;99110101;Guillem de Castro C/;El Carme;1.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.38358428149651075, 39.477958747414505], ""type"": ""Point""}";39.477958747414505, -0.38358428149651075
273;99110208;Manuel Granero Pl;Russafa;2.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3762537856096104, 39.458916608602], ""type"": ""Point""}";39.458916608602, -0.3762537856096104
278;99110302;Horticultor Corset Pl;La Petxina;3.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.39305168697338383, 39.47306987060587], ""type"": ""Point""}";39.47306987060587, -0.39305168697338383
