objectid;Codigo;Jardin;Barrio;DM;Zona;Mantenimie;Tipo;CREATED_USER;CREATED_DATE;LAST_EDITED_USER;LAST_EDITED_DATE;geo_shape;geo_point_2d
456;99120510;Parque de Marxalenes;Marxalenes;4.0;NORTE;OAMJ;Juegos Infantiles;;;;;"{""coordinates"": [-0.38050033799775085, 39.48708053471842], ""type"": ""Point""}";39.48708053471842, -0.38050033799775085
457;99120411;Profesor Llombart;Campanar;4.0;NORTE;OAMJ;Juegos Infantiles;;;;;"{""coordinates"": [-0.38882010226114216, 39.48268729844152], ""type"": ""Point""}";39.48268729844152, -0.38882010226114216
458;99120521;Jardin de Morvedre;Morvedre;5.0;NORTE;OAMJ;Juegos Infantiles;;;;;"{""coordinates"": [-0.3738661925877008, 39.485695536641266], ""type"": ""Point""}";39.485695536641266, -0.3738661925877008
461;99121351;Parque de Albalat dels Tarongers;La Carrasca;13.0;NORTE;OAMJ;Juegos Infantiles;;;;;"{""coordinates"": [-0.35018338228480483, 39.47846271498985], ""type"": ""Point""}";39.47846271498985, -0.35018338228480483
462;99121351;Parque de Albalat dels Tarongers;La Carrasca;13.0;NORTE;OAMJ;Juegos Infantiles;;;;;"{""coordinates"": [-0.3493272451896076, 39.47891601144248], ""type"": ""Point""}";39.47891601144248, -0.3493272451896076
463;99121210;Jardin de Aiora;Aiora;12.0;NORTE;OAMJ;Juegos Infantiles;;;;;"{""coordinates"": [-0.34410936556226945, 39.46804724898555], ""type"": ""Point""}";39.46804724898555, -0.34410936556226945
471;99121121;Paseo Maritimo;Cabanyal-Canyamelar;11.0;NORTE;OAMJ;Juegos Infantiles;;;;;"{""coordinates"": [-0.3246734712736663, 39.483235849410775], ""type"": ""Point""}";39.483235849410775, -0.3246734712736663
476;99120331;GV Fernando El Catolico;La Petxina;3.0;SUR;OAMJ;Juegos Infantiles;;;;;"{""coordinates"": [-0.38758675232231143, 39.47390757925304], ""type"": ""Point""}";39.47390757925304, -0.38758675232231143
479;99120440;Parque de Cabecera;Sant Pau;4.0;NORTE;OAMJ;Juegos Infantiles;;;;;"{""coordinates"": [-0.4070758162146929, 39.4757601804471], ""type"": ""Point""}";39.4757601804471, -0.4070758162146929
480;99122002;Jardin del Turia Tramo 2;Cauce del Turia;20.0;TURIA;OAMJ;Juegos Infantiles;;;;;"{""coordinates"": [-0.39737668272585996, 39.475392057778144], ""type"": ""Point""}";39.475392057778144, -0.39737668272585996
89;99101118;Jose Maria Haro C/ - L'Alguer C/;Betero;11.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.33909418456441887, 39.46928129933919], ""type"": ""Point""}";39.46928129933919, -0.33909418456441887
91;99101120;Rio Pisuerga C/;La Malva-Rosa;11.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3307018871165782, 39.47852859111047], ""type"": ""Point""}";39.47852859111047, -0.3307018871165782
97;99101131;Ibiza C/ - Profesor Vicente Llorens C/;El Grau;11.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3393704911559339, 39.46087344354176], ""type"": ""Point""}";39.46087344354176, -0.3393704911559339
98;99101136;Rio Tajo C/;La Malva-Rosa;11.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.33073595636900666, 39.47619614379295], ""type"": ""Point""}";39.47619614379295, -0.33073595636900666
105;99101146;Oset C/ - Beato Juan Grande C/;La Malva-Rosa;11.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.32933625814301, 39.47602937329865], ""type"": ""Point""}";39.47602937329865, -0.32933625814301
106;99101147;Musico Moreno Gans Pl;La Malva-Rosa;11.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3316710465371785, 39.48000591276216], ""type"": ""Point""}";39.48000591276216, -0.3316710465371785
110;99101203;Aben Al Abbar C/ (II);Albors;12.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.35309478732650745, 39.46683404959521], ""type"": ""Point""}";39.46683404959521, -0.35309478732650745
111;99101206;Leones C/ - Pepe Alba C/;Aiora;12.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.34709241346135156, 39.4683872842619], ""type"": ""Point""}";39.4683872842619, -0.34709241346135156
113;99101209;San Felipe Neri Pl;Albors;12.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.35375780190620265, 39.46977852002412], ""type"": ""Point""}";39.46977852002412, -0.35375780190620265
114;99101212;Marino Albesa C/ - Industria C/;Aiora;12.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3435843746545794, 39.46516625096901], ""type"": ""Point""}";39.46516625096901, -0.3435843746545794
118;99101216;Asturias C/ - Andres Mancebo C/;Penya-Roja;12.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3555263298263014, 39.46450060993327], ""type"": ""Point""}";39.46450060993327, -0.3555263298263014
122;99101223;Alcalde Cano Coloma C/ - Santo Justo y Pastor Av;Aiora;12.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3359584995494762, 39.46591899863597], ""type"": ""Point""}";39.46591899863597, -0.3359584995494762
123;99101225;Padre Tomas Montañana C/;Cami Fondo;12.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.352064296756845, 39.463550018432734], ""type"": ""Point""}";39.463550018432734, -0.352064296756845
125;99101227;Alameda Pso - Fracia Av;Penya-Roja;12.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3545256197136309, 39.46050095777964], ""type"": ""Point""}";39.46050095777964, -0.3545256197136309
129;99101232;Pinto Maella C/ y Adyacentes;Penya-Roja;12.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3484401298755846, 39.46061066121352], ""type"": ""Point""}";39.46061066121352, -0.3484401298755846
133;99101239;Menorca C/- Ibiza C/- Baleares Av;Penya-Roja;12.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.34267726913282714, 39.45984738279662], ""type"": ""Point""}";39.45984738279662, -0.34267726913282714
135;99101242;Vicente Beltran Grimal C/ - Islas Canarias C/;La Creu del Grau;12.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.34720630614569015, 39.46343094823522], ""type"": ""Point""}";39.46343094823522, -0.34720630614569015
136;99101246;Pere il Ceremonios C/ - Municipio de la Roda C/;La Creu del Grau;12.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3494486103575189, 39.46272626540599], ""type"": ""Point""}";39.46272626540599, -0.3494486103575189
137;99101248;Pintor Maella C/ - Carolina Alvarez C/;La Creu del Grau;12.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3470664889447586, 39.461034689596474], ""type"": ""Point""}";39.461034689596474, -0.3470664889447586
144;99101306;Campoamor C/ (I);L'Amistat;13.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.35097231098911585, 39.47197004147383], ""type"": ""Point""}";39.47197004147383, -0.35097231098911585
145;99101306;Campoamor C/ (I);L'Amistat;13.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.34930880008522885, 39.47149142210678], ""type"": ""Point""}";39.47149142210678, -0.34930880008522885
1;99100405;Escultor Garcia Mas C/- Padre Muedra C/;Sant Pau;4.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3993769837705134, 39.485925054004724], ""type"": ""Point""}";39.485925054004724, -0.3993769837705134
2;99100405;Escultor Garcia Mas C/- Padre Muedra C/;Sant Pau;4.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3981911700078041, 39.48580544962573], ""type"": ""Point""}";39.48580544962573, -0.3981911700078041
3;99100408;Ricardo Mico C/;Les Tendetes;4.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.38777516615734947, 39.48241396025732], ""type"": ""Point""}";39.48241396025732, -0.38777516615734947
9;99100414;Baden Powell Pl;Campanar;4.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3936619960815981, 39.47852496150504], ""type"": ""Point""}";39.47852496150504, -0.3936619960815981
12;99100419;Valle de la Ballestera C/;Campanar;4.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.39757581447337825, 39.47976454261688], ""type"": ""Point""}";39.47976454261688, -0.39757581447337825
19;99100432;Camapanar Av y Platabandas adyacentes;Campanar;4.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.39344753963362256, 39.4790630528812], ""type"": ""Point""}";39.4790630528812, -0.39344753963362256
23;99100435;Pablo Picasso Pl y Adyacentes;Campanar;4.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.39868312717346954, 39.47690641031773], ""type"": ""Point""}";39.47690641031773, -0.39868312717346954
26;99100436;Tamarindos Av;Sant Pau;4.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.40225406038888817, 39.47624432894221], ""type"": ""Point""}";39.47624432894221, -0.40225406038888817
27;99100438;Valle de la Ballestera C/ - Marques de San Juan C/;Campanar;4.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3990069336299217, 39.478038620271306], ""type"": ""Point""}";39.478038620271306, -0.3990069336299217
28;99100439;Profesor Lepez Ibor Pl;Sant Pau;4.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.4004436184908933, 39.47660767589851], ""type"": ""Point""}";39.47660767589851, -0.4004436184908933
30;99100442;Alfons Verdeguer C/;Les Tendetes;4.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3896878712892647, 39.48548323453688], ""type"": ""Point""}";39.48548323453688, -0.3896878712892647
33;99100447;Melchor Hoyos Pl - Godelleta C/;Campanar;4.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3952116877192339, 39.48332201439535], ""type"": ""Point""}";39.48332201439535, -0.3952116877192339
34;99100448;Benavites C/ - Moli de Marquesa C/;Campanar;4.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.39895286534829727, 39.48373352912054], ""type"": ""Point""}";39.48373352912054, -0.39895286534829727
42;99100501;Jardines del Real;Trinitat;5.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3672665584437161, 39.48056330896384], ""type"": ""Point""}";39.48056330896384, -0.3672665584437161
47;99100507;Just Ramirez C/ (I);Tormos;5.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3786986469823106, 39.48907705243772], ""type"": ""Point""}";39.48907705243772, -0.3786986469823106
48;99100508;Just Ramirez C/ (II);Tormos;5.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3761780926134646, 39.48983263221498], ""type"": ""Point""}";39.48983263221498, -0.3761780926134646
50;99100510;Hermano Fabrilos C/ - Tierno Galvan Pl;Sant Antoni;5.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3713329021695421, 39.488280871168456], ""type"": ""Point""}";39.488280871168456, -0.3713329021695421
53;99100518;Luz Casanova C/;Sant Antoni;5.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.37361110174774564, 39.488194572245234], ""type"": ""Point""}";39.488194572245234, -0.37361110174774564
57;99100527;Bautista Esteve Ximeno C/;Marxalenes;5.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3841554402315788, 39.488002954791945], ""type"": ""Point""}";39.488002954791945, -0.3841554402315788
63;99100603;Blasco Ibañez Av (II);Ciutat Universitaria;6.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3541412428696432, 39.47555411419316], ""type"": ""Point""}";39.47555411419316, -0.3541412428696432
76;99101106;Fuente Podrida C/ - Dr Lluch C/;Cabanyal-Canyamelar;11.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3282190446250744, 39.463872811257005], ""type"": ""Point""}";39.463872811257005, -0.3282190446250744
77;99101106;Fuente Podrida C/ - Dr Lluch C/;Cabanyal-Canyamelar;11.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.32828811080397696, 39.466246092095766], ""type"": ""Point""}";39.466246092095766, -0.32828811080397696
79;99101109;Virgen del Castillo Pl;Cabanyal-Canyamelar;11.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.32686183356305143, 39.46670686162361], ""type"": ""Point""}";39.46670686162361, -0.32686183356305143
80;99101110;Cronista Francisco Momblanch Pl;La Malva-Rosa;11.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3273527371963178, 39.47721341605325], ""type"": ""Point""}";39.47721341605325, -0.3273527371963178
81;99101111;Tribunal de las Aguas C/ y Adyacentes;El Grau;11.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.33272930959321784, 39.461764971263655], ""type"": ""Point""}";39.461764971263655, -0.33272930959321784
176;99101346;Jardin Central Campus;La Carrasca;13.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.344268169121637, 39.476946349930046], ""type"": ""Point""}";39.476946349930046, -0.344268169121637
177;99101348;Palancia C/ - Ruben Dario C/;La Carrasca;13.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3534157324020384, 39.47782809830377], ""type"": ""Point""}";39.47782809830377, -0.3534157324020384
179;99101407;Max Aub C/;Benimaclet;14.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3543560613298581, 39.484841744516444], ""type"": ""Point""}";39.484841744516444, -0.3543560613298581
180;99101409;Guardia Civil y Adyacentes;Benimaclet;14.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.35647969700681414, 39.48137259267787], ""type"": ""Point""}";39.48137259267787, -0.35647969700681414
181;99101409;Guardia Civil y Adyacentes;Benimaclet;14.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.35782368330127196, 39.482287205500796], ""type"": ""Point""}";39.482287205500796, -0.35782368330127196
183;99101410;Ingeniero Vicente Picho C/;Cami de Vera;14.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3561996246860873, 39.48885522787613], ""type"": ""Point""}";39.48885522787613, -0.3561996246860873
185;99101413;Manuel Laguarda Cubells Pl - Benimuslem C7;Benimaclet;14.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.36887093529405196, 39.486375862927886], ""type"": ""Point""}";39.486375862927886, -0.36887093529405196
189;99101417;Nelson Mandela Pl;Benimaclet;14.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.35559349001565965, 39.47974725924192], ""type"": ""Point""}";39.47974725924192, -0.35559349001565965
191;99101419;Dolores Marques C/ - Azagador de Alboraya C/;Benimaclet;14.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.36244026782327465, 39.48826257552769], ""type"": ""Point""}";39.48826257552769, -0.36244026782327465
194;99101427;Amparo Arce Miralles Pl;Cami de Vera;14.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3581994871369196, 39.48938413303752], ""type"": ""Point""}";39.48938413303752, -0.3581994871369196
195;99101501;Salvador Allende Pl;Torrefiel;15.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.37379779539192487, 39.49494585427609], ""type"": ""Point""}";39.49494585427609, -0.37379779539192487
197;99101505;Conde de Lumiares C/ - Falcons C/;Torrefiel;15.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.37256920386962183, 39.49598908259766], ""type"": ""Point""}";39.49598908259766, -0.37256920386962183
199;99101507;Motilla del Palancar C/;Els Orriols;15.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.36908248648237113, 39.48990615395666], ""type"": ""Point""}";39.48990615395666, -0.36908248648237113
202;99101509;Esteban Dolz de Castellar Pl;Els Orriols;15.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.36765057879620366, 39.49441947992692], ""type"": ""Point""}";39.49441947992692, -0.36765057879620366
291;99110705;Arturo Piera Pl;Nou Moles;7.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3946551010229128, 39.47044749815535], ""type"": ""Point""}";39.47044749815535, -0.3946551010229128
292;99110706;Barrio de la Fuensanta;La Fontsanta;7.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.4086887045264555, 39.4650256011562], ""type"": ""Point""}";39.4650256011562, -0.4086887045264555
296;99110719;Grupo Antonio Rueda;Tres Forques;7.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.39988197986203095, 39.46481275929026], ""type"": ""Point""}";39.46481275929026, -0.39988197986203095
302;99110729;Pechina PSO - Democracia C/ (Parque de la Pechina);Nou Moles;7.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.40356326967641865, 39.47308610828416], ""type"": ""Point""}";39.47308610828416, -0.40356326967641865
304;99110733;Rei Alfons El Benigne Pl;La Fontsanta;7.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.40721012172698356, 39.46412768234872], ""type"": ""Point""}";39.46412768234872, -0.40721012172698356
305;99110734;Roma Pl;Nou Moles;7.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3986810424667357, 39.47127392291086], ""type"": ""Point""}";39.47127392291086, -0.3986810424667357
313;99110808;Bulevar Sur (II) Tres Forques Av - Archiduque Carlos Av;Vara de Quart;8.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.40296198966098074, 39.45961089164177], ""type"": ""Point""}";39.45961089164177, -0.40296198966098074
315;99110832;Torrente C/ - Tres Cruces Av;Vara de Quart;8.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.4043023474030452, 39.462436556114476], ""type"": ""Point""}";39.462436556114476, -0.4043023474030452
317;99110811;Cuenca C/ - Ramon de Castro C/;Patraix;8.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.38920182075009757, 39.46354390872508], ""type"": ""Point""}";39.46354390872508, -0.38920182075009757
323;99110821;Impresor Monfort C/;Patraix;8.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3935653736262377, 39.462262358126644], ""type"": ""Point""}";39.462262358126644, -0.3935653736262377
329;99110828;Gaspar Aguilar Av - Beato Nicolas Factor C/ - Franco Tormo C/;Patraix;8.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.38938448125346065, 39.45863497995991], ""type"": ""Point""}";39.45863497995991, -0.38938448125346065
331;99110829;Patraix PAI;Sant Isidre;8.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.40032595074137595, 39.45630820111288], ""type"": ""Point""}";39.45630820111288, -0.40032595074137595
332;99110829;Patraix PAI;Sant Isidre;8.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3995980893225113, 39.456887519052465], ""type"": ""Point""}";39.456887519052465, -0.3995980893225113
336;99110830;Patraix Pl;Patraix;8.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3919096664720174, 39.46277207029469], ""type"": ""Point""}";39.46277207029469, -0.3919096664720174
340;99110903;Antigua Estacion FEVE Giorgeta - Uruguay C/;La Raiosa;9.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3862592928319222, 39.45995157743492], ""type"": ""Point""}";39.45995157743492, -0.3862592928319222
341;99110901;Alqueria Benimassot C/ - Rafael Lapesa Melgar C/;Cami Real;9.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.38765109196585795, 39.43922765163533], ""type"": ""Point""}";39.43922765163533, -0.38765109196585795
343;99110908;Cesar Giorgeta Av;La Raiosa;9.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3839818209684671, 39.457927912567484], ""type"": ""Point""}";39.457927912567484, -0.3839818209684671
344;99110912;Jeronimo Gales C/;L'Hort de Senabre;9.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3912042026985696, 39.45287875097352], ""type"": ""Point""}";39.45287875097352, -0.3912042026985696
345;99110914;Santiago suarez Santi Pl;La Creu Coberta;9.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3884397901920901, 39.45222507318128], ""type"": ""Point""}";39.45222507318128, -0.3884397901920901
350;99110918;Jardin de Wangari Maathai (de la Vida);Cami Real;9.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.39974132015791036, 39.452924498779765], ""type"": ""Point""}";39.452924498779765, -0.39974132015791036
351;99110920;Manuel Colomer Marco Av - Ciudad del Aprendiz C/;Cami Real;9.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3903028217152634, 39.43887031134065], ""type"": ""Point""}";39.43887031134065, -0.3903028217152634
353;99110921;Miguel Catala Gomis Pl;Sant Marceli;9.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3896926376623508, 39.443145184819755], ""type"": ""Point""}";39.443145184819755, -0.3896926376623508
358;99110935;Soria C/ - Ingeniero Jose Sirera C/;Sant Marceli;9.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.38774717918925944, 39.44588867796787], ""type"": ""Point""}";39.44588867796787, -0.38774717918925944
359;99111008;Bernat Descoll C/ - Carrera Malilla;Malilla;10.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.37849170658278886, 39.45086819216607], ""type"": ""Point""}";39.45086819216607, -0.37849170658278886
362;99111013;Carrera Malilla - Ingeniero Joaquin Benlloch C/;Malilla;10.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.37782003683697296, 39.45481038937946], ""type"": ""Point""}";39.45481038937946, -0.37782003683697296
363;99111019;Doctor Waksman Av - Carrera Fuente de San Luis;En Corts;10.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.37131271756342205, 39.455441946317414], ""type"": ""Point""}";39.455441946317414, -0.37131271756342205
365;99111011;Bulevar SUR (IV) San Vicente C/ - Carrera Fuente de San Luis;Malilla;10.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.38174299620541874, 39.44606899779348], ""type"": ""Point""}";39.44606899779348, -0.38174299620541874
367;99111011;Bulevar SUR (IV) San Vicente C/ - Carrera Fuente de San Luis;Malilla;10.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.3743710297709582, 39.445306240457285], ""type"": ""Point""}";39.445306240457285, -0.3743710297709582
369;99111022;Escultor Pl;La Fonteta de San Luis;10.0;SUR;SJ JARDINES SUR;Juegos Infantiles;;;;;"{""coordinates"": [-0.36731294046904467, 39.44412835332001], ""type"": ""Point""}";39.44412835332001, -0.36731294046904467
207;99101514;Valladolid Av (nº16);Sant Llorens;15.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3610181199515168, 39.48895407997133], ""type"": ""Point""}";39.48895407997133, -0.3610181199515168
211;99101520;Alfahuir C/;Sant Llorens;15.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3661268104848202, 39.489127416631504], ""type"": ""Point""}";39.489127416631504, -0.3661268104848202
217;99101530;Cecilio Pla C/ - Conde Torrefiel C/;Torrefiel;15.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3772629353463721, 39.49877797997523], ""type"": ""Point""}";39.49877797997523, -0.3772629353463721
219;99101532;San Juan Bosco C/ - Santiago Rusiñol C/;Els Orriols;15.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3690009949238071, 39.496636140686846], ""type"": ""Point""}";39.496636140686846, -0.3690009949238071
220;99101535;Constitucion Av - Alcudia de Crespins C/;Torrefiel;15.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.37350604505521795, 39.493447599362234], ""type"": ""Point""}";39.493447599362234, -0.37350604505521795
222;99101537;Santa Maria Mazzarello Pl;Els Orriols;15.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3730838612628287, 39.49220947145711], ""type"": ""Point""}";39.49220947145711, -0.3730838612628287
228;99101609;Joaquin Muñoz Peirats Pl;Benicalap;16.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.39514654018160716, 39.487375164768885], ""type"": ""Point""}";39.487375164768885, -0.39514654018160716
233;99101622;Vicente Andres Estelles C/;Benicalap;16.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3927490519778232, 39.490654607546425], ""type"": ""Point""}";39.490654607546425, -0.3927490519778232
240;99101629;Poeta Serrano Clavero C/ - General Llorens C/;Benicalap;16.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.38799974536912374, 39.493582018397596], ""type"": ""Point""}";39.493582018397596, -0.38799974536912374
241;99101629;Poeta Serrano Clavero C/ - General Llorens C/;Benicalap;16.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3878341064868298, 39.49395488266387], ""type"": ""Point""}";39.49395488266387, -0.3878341064868298
245;99101636;Rio Nervion C/;Benicalap;16.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.3815487613114681, 39.49609697602581], ""type"": ""Point""}";39.49609697602581, -0.3815487613114681
252;99101712;Agrupacio Musical Massarrojos C/ - Castell de la Creu C/;Massarrojos;17.0;NORTE;SJ JARDINES NORTE;Juegos Infantiles;;;;;"{""coordinates"": [-0.4132636362071695, 39.54520164380026], ""type"": ""Point""}";39.54520164380026, -0.4132636362071695
